Referencia,Fecha,Dia,Estacion,Activa E,Activa S,Reactiva1,Reactiva2,Reactiva3,Reactiva4,p,q
ZIV0034795628,2018-05-10 12:00:00,10/05/2018 00:00,S,0.432,0.0,0.0,0.0,0.0,0.145,4320.0,-1450.0
ZIV0034795629,2018-05-10 12:00:00,10/05/2018 00:00,S,0.256,0.0,0.011,0.0,0.0,0.026,2560.0,-150.0
ZIV0034795630,2018-05-10 12:00:00,10/05/2018 00:00,S,0.241,0.0,0.011,0.0,0.0,0.02,2410.0,-90.00000000000001
ZIV0034795631,2018-05-10 12:00:00,10/05/2018 00:00,S,0.03,0.0,0.002,0.0,0.0,0.034,300.0,-320.0
ZIV0034795632,2018-05-10 12:00:00,10/05/2018 00:00,S,0.003,0.0,0.0,0.0,0.0,0.128,30.0,-1280.0
ZIV0034795634,2018-05-10 12:00:00,10/05/2018 00:00,S,0.079,0.0,0.118,0.0,0.0,0.0,790.0,1180.0
ZIV0034795635,2018-05-10 12:00:00,10/05/2018 00:00,S,0.047,0.0,0.0,0.0,0.0,0.035,470.0,-350.0
ZIV0034795636,2018-05-10 12:00:00,10/05/2018 00:00,S,0.011,0.0,0.01,0.0,0.0,0.0,110.0,100.0
ZIV0034795637,2018-05-10 12:00:00,10/05/2018 00:00,S,0.142,0.0,0.06,0.0,0.0,0.026,1420.0,340.0
ZIV0034795638,2018-05-10 12:00:00,10/05/2018 00:00,S,0.014,0.0,0.004,0.0,0.0,0.0,140.0,40.0
ZIV0034795639,2018-05-10 12:00:00,10/05/2018 00:00,S,0.092,0.0,0.118,0.0,0.0,0.0,920.0,1180.0
ZIV0034795640,2018-05-10 12:00:00,10/05/2018 00:00,S,0.075,0.0,0.105,0.0,0.0,0.002,750.0,1030.0
ZIV0034795641,2018-05-10 12:00:00,10/05/2018 00:00,S,1138.0,0.0,0.0,0.0,0.0,0.014,11380000.0,-140.0
ZIV0034795644,2018-05-10 12:00:00,10/05/2018 00:00,S,0.017,0.0,0.0,0.0,0.0,0.031,170.0,-310.0
ZIV0034795645,2018-05-10 12:00:00,10/05/2018 00:00,S,0.106,0.0,0.01,0.0,0.0,0.04,1060.0,-300.0
ZIV0034795647,2018-05-10 12:00:00,10/05/2018 00:00,S,1287.0,0.0,1.138,0.0,0.0,0.0,12870000.0,11380.0
ZIV0034795691,2018-05-10 12:00:00,10/05/2018 00:00,S,0.032,0.0,0.0,0.0,0.0,0.011,320.0,-110.0
ZIV0034795692,2018-05-10 12:00:00,10/05/2018 00:00,S,0.209,0.0,0.0,0.0,0.0,0.067,2090.0,-670.0
ZIV0034795697,2018-05-10 12:00:00,10/05/2018 00:00,S,0.145,0.0,0.05,0.0,0.0,0.0,1450.0,500.0
ZIV0034810343,2018-05-10 12:00:00,10/05/2018 00:00,S,0.258,0.0,0.077,0.0,0.0,0.0,2580.0,770.0
ZIV0034810469,2018-05-10 12:00:00,10/05/2018 00:00,S,0.189,0.0,0.013,0.0,0.0,0.03,1890.0,-170.0
ZIV0034810470,2018-05-10 12:00:00,10/05/2018 00:00,S,0.197,0.0,0.099,0.0,0.0,0.008,1970.0,910.0
ZIV0034810471,2018-05-10 12:00:00,10/05/2018 00:00,S,0.126,0.0,0.041,0.0,0.0,0.02,1260.0,210.0
ZIV0034810472,2018-05-10 12:00:00,10/05/2018 00:00,S,0.164,0.0,0.133,0.0,0.0,0.021,1640.0,1120.0
ZIV0034810476,2018-05-10 12:00:00,10/05/2018 00:00,S,0.144,0.0,0.244,0.0,0.0,0.0,1440.0,2440.0
ZIV0034810477,2018-05-10 12:00:00,10/05/2018 00:00,S,0.037,0.0,0.0,0.0,0.0,0.042,370.0,-420.0
ZIV0034810515,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0034810577,2018-05-10 12:00:00,10/05/2018 00:00,S,0.014,0.0,0.005,0.0,0.0,0.002,140.0,30.0
ZIV0034810598,2018-05-10 12:00:00,10/05/2018 00:00,S,0.043,0.0,0.004,0.0,0.0,0.006,430.0,-20.0
ZIV0034810600,2018-05-10 12:00:00,10/05/2018 00:00,S,0.135,0.0,0.061,0.0,0.0,0.017,1350.0,440.0
ZIV0034810602,2018-05-10 12:00:00,10/05/2018 00:00,S,0.125,0.0,0.018,0.0,0.0,0.004,1250.0,139.99999999999997
ZIV0034810604,2018-05-10 12:00:00,10/05/2018 00:00,S,0.034,0.0,0.0,0.0,0.0,0.04,340.0,-400.0
ZIV0034810605,2018-05-10 12:00:00,10/05/2018 00:00,S,0.403,0.0,0.099,0.0,0.0,0.01,4030.0,890.0000000000001
ZIV0034810606,2018-05-10 12:00:00,10/05/2018 00:00,S,0.414,0.0,0.391,0.0,0.0,0.004,4140.0,3870.0
ZIV0034813116,2018-05-10 12:00:00,10/05/2018 00:00,S,0.104,0.0,0.041,0.0,0.0,0.012,1040.0,290.0
ZIV0034813790,2018-05-10 12:00:00,10/05/2018 00:00,S,0.364,0.0,0.096,0.0,0.0,0.0,3640.0,960.0
ZIV0034813798,2018-05-10 12:00:00,10/05/2018 00:00,S,0.367,0.0,0.007,0.0,0.0,0.036,3670.0,-289.99999999999994
ZIV0034813803,2018-05-10 12:00:00,10/05/2018 00:00,S,0.052,0.0,0.049,0.0,0.0,0.013,520.0,360.00000000000006
ZIV0034813804,2018-05-10 12:00:00,10/05/2018 00:00,S,0.38,0.0,0.01,0.0,0.0,0.012,3800.0,-20.0
ZIV0034813889,2018-05-10 12:00:00,10/05/2018 00:00,S,0.019,0.0,0.046,0.0,0.0,0.0,190.0,460.0
ZIV0034813890,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0034813891,2018-05-10 12:00:00,10/05/2018 00:00,S,0.42,0.0,0.048,0.0,0.0,0.007,4200.0,410.0
ZIV0034813893,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0034813894,2018-05-10 12:00:00,10/05/2018 00:00,S,1125.0,0.0,0.132,0.0,0.0,0.0,11250000.0,1320.0
ZIV0034813895,2018-05-10 12:00:00,10/05/2018 00:00,S,0.151,0.0,0.42,0.0,0.0,0.0,1510.0,4200.0
ZIV0034813896,2018-05-10 12:00:00,10/05/2018 00:00,S,0.124,0.0,0.088,0.0,0.0,0.025,1240.0,630.0
ZIV0034813897,2018-05-10 12:00:00,10/05/2018 00:00,S,0.09,0.0,0.025,0.0,0.0,0.015,900.0,100.00000000000001
ZIV0034831731,2018-05-10 12:00:00,10/05/2018 00:00,S,0.322,0.0,0.0,0.0,0.0,0.092,3220.0,-920.0
ZIV0034831782,2018-05-10 12:00:00,10/05/2018 00:00,S,0.323,0.0,0.055,0.0,0.0,0.046,3230.0,90.00000000000001
ZIV0034842052,2018-05-10 12:00:00,10/05/2018 00:00,S,0.187,0.0,0.011,0.0,0.0,0.025,1870.0,-140.00000000000003
ZIV0034842053,2018-05-10 12:00:00,10/05/2018 00:00,S,0.07,0.0,0.018,0.0,0.0,0.0,700.0,180.0
ZIV0034842058,2018-05-10 12:00:00,10/05/2018 00:00,S,0.119,0.0,0.037,0.0,0.0,0.015,1190.0,220.0
ZIV0034842312,2018-05-10 12:00:00,10/05/2018 00:00,S,0.431,0.0,0.003,0.0,0.0,0.012,4310.0,-90.00000000000001
ZIV0034842419,2018-05-10 12:00:00,10/05/2018 00:00,S,1825.0,0.0,0.204,0.0,0.0,0.0,18250000.0,2040.0
ZIV0034842420,2018-05-10 12:00:00,10/05/2018 00:00,S,0.127,0.0,0.117,0.0,0.0,0.007,1270.0,1100.0
ZIV0034842421,2018-05-10 12:00:00,10/05/2018 00:00,S,0.016,0.0,0.005,0.0,0.0,0.0,160.0,50.0
ZIV0034842422,2018-05-10 12:00:00,10/05/2018 00:00,S,0.102,0.0,0.118,0.0,0.0,0.0,1020.0,1180.0
ZIV0034842423,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0034842424,2018-05-10 12:00:00,10/05/2018 00:00,S,0.044,0.0,0.0,0.0,0.0,0.168,440.0,-1680.0
ZIV0034842425,2018-05-10 12:00:00,10/05/2018 00:00,S,0.127,0.0,0.044,0.0,0.0,0.0,1270.0,440.0
ZIV0034842426,2018-05-10 12:00:00,10/05/2018 00:00,S,0.522,0.0,0.0,0.0,0.0,0.015,5220.0,-150.0
ZIV0034842427,2018-05-10 12:00:00,10/05/2018 00:00,S,0.083,0.0,0.0,0.0,0.0,0.049,830.0,-490.0
ZIV0034844826,2018-05-10 12:00:00,10/05/2018 00:00,S,1152.0,0.0,0.108,0.0,0.0,0.0,11520000.0,1080.0
ZIV0034844981,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0034850134,2018-05-10 12:00:00,10/05/2018 00:00,S,1.36,0.0,0.12,0.0,0.0,0.0,13600.0,1200.0
ZIV0034854549,2018-05-10 12:00:00,10/05/2018 00:00,S,0.169,0.0,0.039,0.0,0.0,0.021,1690.0,180.0
ZIV0034854550,2018-05-10 12:00:00,10/05/2018 00:00,S,0.059,0.0,0.0,0.0,0.0,0.062,590.0,-620.0
ZIV0034854551,2018-05-10 12:00:00,10/05/2018 00:00,S,0.073,0.0,0.001,0.0,0.0,0.027,730.0,-260.0
ZIV0034854552,2018-05-10 12:00:00,10/05/2018 00:00,S,0.869,0.0,0.001,0.0,0.0,0.245,8690.0,-2440.0
ZIV0034854553,2018-05-10 12:00:00,10/05/2018 00:00,S,0.233,0.0,0.0,0.0,0.0,0.168,2330.0,-1680.0
ZIV0034854554,2018-05-10 12:00:00,10/05/2018 00:00,S,0.931,0.0,0.273,0.0,0.0,0.0,9310.0,2730.0
ZIV0034854555,2018-05-10 12:00:00,10/05/2018 00:00,S,0.067,0.0,0.069,0.0,0.0,0.0,670.0,690.0
ZIV0034854556,2018-05-10 12:00:00,10/05/2018 00:00,S,0.034,0.0,0.042,0.0,0.0,0.0,340.0,420.0
ZIV0034854557,2018-05-10 12:00:00,10/05/2018 00:00,S,0.023,0.0,0.0,0.0,0.0,0.052,230.0,-520.0
ZIV0034854558,2018-05-10 12:00:00,10/05/2018 00:00,S,0.044,0.0,0.001,0.0,0.0,0.017,440.0,-160.0
ZIV0034859694,2018-05-10 12:00:00,10/05/2018 00:00,S,0.178,0.0,0.117,0.0,0.0,0.016,1780.0,1010.0
ZIV0034859696,2018-05-10 12:00:00,10/05/2018 00:00,S,0.076,0.0,0.005,0.0,0.0,0.05,760.0,-450.00000000000006
ZIV0034859698,2018-05-10 12:00:00,10/05/2018 00:00,S,0.096,0.0,0.039,0.0,0.0,0.021,960.0,180.0
ZIV0034861799,2018-05-10 12:00:00,10/05/2018 00:00,S,0.093,0.0,0.062,0.0,0.0,0.004,930.0,579.9999999999999
ZIV0034861801,2018-05-10 12:00:00,10/05/2018 00:00,S,0.049,0.0,0.004,0.0,0.0,0.006,490.0,-20.0
ZIV0034861919,2018-05-10 12:00:00,10/05/2018 00:00,S,0.05,0.0,0.0,0.0,0.0,0.002,500.0,-20.0
ZIV0034861922,2018-05-10 12:00:00,10/05/2018 00:00,S,0.046,0.0,0.027,0.0,0.0,0.005,460.0,220.0
ZIV0034861924,2018-05-10 12:00:00,10/05/2018 00:00,S,0.93,0.0,0.191,0.0,0.0,0.053,9300.0,1380.0
ZIV0034861925,2018-05-10 12:00:00,10/05/2018 00:00,S,0.11,0.0,0.004,0.0,0.0,0.023,1100.0,-190.0
ZIV0034861928,2018-05-10 12:00:00,10/05/2018 00:00,S,0.213,0.0,0.096,0.0,0.0,0.0,2130.0,960.0
ZIV0034907833,2018-05-10 12:00:00,10/05/2018 00:00,S,0.03,0.0,0.0,0.0,0.0,0.023,300.0,-230.0
ZIV0034921446,2018-05-10 12:00:00,10/05/2018 00:00,S,0.094,0.0,0.136,0.0,0.0,0.0,940.0,1360.0
ZIV0034921452,2018-05-10 12:00:00,10/05/2018 00:00,S,0.025,0.0,0.031,0.0,0.0,0.01,250.0,209.99999999999997
ZIV0034936259,2018-05-10 12:00:00,10/05/2018 00:00,S,1467.0,0.0,0.042,0.0,0.0,0.013,14670000.0,290.00000000000006
ZIV0036287466,2018-05-10 12:00:00,10/05/2018 00:00,S,0.284,0.0,0.297,0.0,0.0,0.0,2840.0,2970.0
ZIV0036287467,2018-05-10 12:00:00,10/05/2018 00:00,S,3186.0,0.0,0.217,0.0,0.0,0.031,31860000.0,1860.0
ZIV0036287476,2018-05-10 12:00:00,10/05/2018 00:00,S,0.421,0.0,0.763,0.0,0.0,0.0,4210.0,7630.0
ZIV0036287502,2018-05-10 12:00:00,10/05/2018 00:00,S,0.001,0.0,0.0,0.0,0.0,0.008,10.0,-80.0
ZIV0036287994,2018-05-10 12:00:00,10/05/2018 00:00,S,0.094,0.0,0.049,0.0,0.0,0.176,940.0,-1270.0
ZIV0036287995,2018-05-10 12:00:00,10/05/2018 00:00,S,0.702,0.0,0.316,0.0,0.0,0.0,7020.0,3160.0
ZIV0036287996,2018-05-10 12:00:00,10/05/2018 00:00,S,0.425,0.0,0.003,0.0,0.0,0.029,4250.0,-260.00000000000006
ZIV0036288014,2018-05-10 12:00:00,10/05/2018 00:00,S,0.728,0.0,0.077,0.0,0.0,0.024,7280.0,530.0
ZIV0036288259,2018-05-10 12:00:00,10/05/2018 00:00,S,0.336,0.0,0.106,0.0,0.0,0.001,3360.0,1050.0
ZIV0036288872,2018-05-10 12:00:00,10/05/2018 00:00,S,0.029,0.0,0.013,0.0,0.0,0.0,290.0,130.0
ZIV0036289043,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.003,0.0,0.011,0.0,0.0,-30.0,110.0
ZIV0036289044,2018-05-10 12:00:00,10/05/2018 00:00,S,0.003,0.0,0.0,0.0,0.0,0.016,30.0,-160.0
ZIV0036291965,2018-05-10 12:00:00,10/05/2018 00:00,S,0.234,0.0,0.519,0.0,0.0,0.0,2340.0,5190.0
ZIV0036292071,2018-05-10 12:00:00,10/05/2018 00:00,S,0.222,0.0,0.118,0.0,0.0,0.0,2220.0,1180.0
ZIV0036292112,2018-05-10 12:00:00,10/05/2018 00:00,S,0.307,0.0,0.742,0.0,0.0,0.0,3070.0,7420.0
ZIV0036293795,2018-05-10 12:00:00,10/05/2018 00:00,S,0.338,0.0,0.232,0.0,0.0,0.0,3380.0,2320.0
ZIV0036294548,2018-05-10 12:00:00,10/05/2018 00:00,S,1406.0,0.0,1.168,0.0,0.0,0.0,14060000.0,11680.0
ZIV0036294549,2018-05-10 12:00:00,10/05/2018 00:00,S,0.163,0.0,0.0,0.0,0.0,0.058,1630.0,-580.0
ZIV0036294550,2018-05-10 12:00:00,10/05/2018 00:00,S,0.202,0.0,0.438,0.0,0.0,0.0,2020.0,4380.0
ZIV0036294551,2018-05-10 12:00:00,10/05/2018 00:00,S,0.053,0.0,0.018,0.0,0.0,0.0,530.0,180.0
ZIV0036295883,2018-05-10 12:00:00,10/05/2018 00:00,S,0.197,0.0,0.321,0.0,0.0,0.0,1970.0,3210.0
ZIV0036295885,2018-05-10 12:00:00,10/05/2018 00:00,S,0.493,0.0,0.337,0.0,0.0,0.0,4930.0,3370.0
ZIV0036295886,2018-05-10 12:00:00,10/05/2018 00:00,S,0.042,0.0,0.0,0.0,0.0,0.005,420.0,-50.0
ZIV0036295888,2018-05-10 12:00:00,10/05/2018 00:00,S,0.143,0.0,0.011,0.0,0.0,0.151,1430.0,-1399.9999999999998
ZIV0036295889,2018-05-10 12:00:00,10/05/2018 00:00,S,0.143,0.0,0.171,0.0,0.0,0.0,1430.0,1710.0
ZIV0036295890,2018-05-10 12:00:00,10/05/2018 00:00,S,0.08,0.0,0.162,0.0,0.0,0.0,800.0,1620.0
ZIV0036295891,2018-05-10 12:00:00,10/05/2018 00:00,S,0.554,0.0,0.561,0.0,0.0,0.0,5540.0,5610.0
ZIV0036295892,2018-05-10 12:00:00,10/05/2018 00:00,S,0.419,0.0,0.281,0.0,0.0,0.0,4190.0,2810.0
ZIV0036295893,2018-05-10 12:00:00,10/05/2018 00:00,S,0.317,0.0,0.153,0.0,0.0,0.0,3170.0,1530.0
ZIV0036295898,2018-05-10 12:00:00,10/05/2018 00:00,S,0.236,0.0,0.247,0.0,0.0,0.0,2360.0,2470.0
ZIV0036295899,2018-05-10 12:00:00,10/05/2018 00:00,S,2.07,0.0,1.207,0.0,0.0,0.0,20700.0,12070.0
ZIV0036295901,2018-05-10 12:00:00,10/05/2018 00:00,S,0.666,0.0,0.691,0.0,0.0,0.0,6660.0,6910.0
ZIV0036295902,2018-05-10 12:00:00,10/05/2018 00:00,S,0.155,0.0,0.182,0.0,0.0,0.001,1550.0,1810.0
ZIV0036297222,2018-05-10 12:00:00,10/05/2018 00:00,S,0.187,0.0,0.177,0.0,0.0,0.0,1870.0,1770.0
ZIV0036309611,2018-05-10 12:00:00,10/05/2018 00:00,S,0.227,0.0,0.49,0.0,0.0,0.0,2270.0,4900.0
ZIV0036384222,2018-05-10 12:00:00,10/05/2018 00:00,S,0.332,0.0,0.033,0.0,0.0,0.035,3320.0,-20.000000000000018
ZIV0036384319,2018-05-10 12:00:00,10/05/2018 00:00,S,1212.0,0.0,0.112,0.0,0.0,0.002,12120000.0,1100.0
ZIV0036384819,2018-05-10 12:00:00,10/05/2018 00:00,S,0.018,0.0,0.001,0.0,0.0,0.034,180.0,-330.0
ZIV0036405245,2018-05-10 12:00:00,10/05/2018 00:00,S,0.105,0.0,0.106,0.0,0.0,0.0,1050.0,1060.0
ZIV0040303643,2018-05-10 12:00:00,10/05/2018 00:00,S,0.303,0.0,0.057,0.0,0.0,0.026,3030.0,310.00000000000006
ZIV0040332096,2018-05-10 12:00:00,10/05/2018 00:00,S,0.245,0.0,0.013,0.0,0.0,0.041,2450.0,-280.00000000000006
ZIV0040343741,2018-05-10 12:00:00,10/05/2018 00:00,S,0.05,0.0,0.026,0.0,0.0,0.031,500.0,-50.00000000000001
ZIV0040430508,2018-05-10 12:00:00,10/05/2018 00:00,S,0.009,0.0,0.001,0.0,0.0,0.0,90.0,10.0
ZIV0040430509,2018-05-10 12:00:00,10/05/2018 00:00,S,0.136,0.0,0.105,0.0,0.0,0.0,1360.0,1050.0
ZIV0040430627,2018-05-10 12:00:00,10/05/2018 00:00,S,0.083,0.0,0.0,0.0,0.0,0.056,830.0,-560.0
ZIV0040430705,2018-05-10 12:00:00,10/05/2018 00:00,S,0.295,0.0,0.027,0.0,0.0,0.029,2950.0,-20.000000000000018
ZIV0040637025,2018-05-10 12:00:00,10/05/2018 00:00,S,0.002,0.0,0.0,0.0,0.0,0.007,20.0,-70.0
ZIV0040637060,2018-05-10 12:00:00,10/05/2018 00:00,S,4846.0,0.0,0.004,0.0,0.0,1.617,48460000.0,-16130.0
ZIV0040637097,2018-05-10 12:00:00,10/05/2018 00:00,S,1933.0,0.0,1.037,0.0,0.0,0.0,19330000.0,10370.0
ZIV0040637170,2018-05-10 12:00:00,10/05/2018 00:00,S,10.22,0.0,2.588,0.0,0.0,0.0,102200.0,25880.0
ZIV0040637191,2018-05-10 12:00:00,10/05/2018 00:00,S,8168.0,0.0,5.772,0.0,0.0,0.0,81680000.0,57720.0
ZIV0040637229,2018-05-10 12:00:00,10/05/2018 00:00,S,4009.0,0.0,0.051,0.0,0.0,0.253,40090000.0,-2020.0
ZIV0041884002,2018-05-10 12:00:00,10/05/2018 00:00,S,0.04,0.0,0.001,0.0,0.0,0.008,400.0,-70.0
ZIV0045772077,2018-05-10 12:00:00,10/05/2018 00:00,S,0.214,0.0,0.005,0.0,0.0,0.107,2140.0,-1020.0
ZIV0046916783,2018-05-10 12:00:00,10/05/2018 00:00,S,0.378,0.0,0.273,0.0,0.0,0.056,3780.0,2170.0000000000005
ZIV0046916803,2018-05-10 12:00:00,10/05/2018 00:00,S,1578.0,0.0,0.055,0.0,0.0,0.004,15780000.0,510.00000000000006
ZIV0046916826,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0046916845,2018-05-10 12:00:00,10/05/2018 00:00,S,0.08,0.0,0.026,0.0,0.0,0.019,800.0,69.99999999999999
ZIV0046916846,2018-05-10 12:00:00,10/05/2018 00:00,S,0.101,0.0,0.013,0.0,0.0,0.013,1010.0,0.0
ZIV0046916847,2018-05-10 12:00:00,10/05/2018 00:00,S,0.591,0.0,0.007,0.0,0.0,0.059,5910.0,-520.0
ZIV0046916850,2018-05-10 12:00:00,10/05/2018 00:00,S,0.317,0.0,0.248,0.0,0.0,0.0,3170.0,2480.0
ZIV0046916851,2018-05-10 12:00:00,10/05/2018 00:00,S,0.134,0.0,0.085,0.0,0.0,0.0,1340.0,850.0
ZIV0046916852,2018-05-10 12:00:00,10/05/2018 00:00,S,0.041,0.0,0.08,0.0,0.0,0.0,410.0,800.0
ZIV0046916923,2018-05-10 12:00:00,10/05/2018 00:00,S,0.025,0.0,0.0,0.0,0.0,0.025,250.0,-250.0
ZIV0046917124,2018-05-10 12:00:00,10/05/2018 00:00,S,0.013,0.0,0.003,0.0,0.0,0.0,130.0,30.0
ZIV0046917125,2018-05-10 12:00:00,10/05/2018 00:00,S,0.393,0.0,0.472,0.0,0.0,0.0,3930.0,4720.0
ZIV0046917245,2018-05-10 12:00:00,10/05/2018 00:00,S,0.018,0.0,0.0,0.0,0.0,0.031,180.0,-310.0
ZIV0046917248,2018-05-10 12:00:00,10/05/2018 00:00,S,0.014,0.0,0.0,0.0,0.0,0.155,140.0,-1550.0
ZIV0046917250,2018-05-10 12:00:00,10/05/2018 00:00,S,0.047,0.0,0.001,0.0,0.0,0.047,470.0,-460.0
ZIV0046921834,2018-05-10 12:00:00,10/05/2018 00:00,S,1078.0,0.0,0.0,0.0,0.0,0.075,10780000.0,-750.0
ZIV0046921835,2018-05-10 12:00:00,10/05/2018 00:00,S,0.024,0.0,0.019,0.0,0.0,0.0,240.0,190.0
ZIV0046921893,2018-05-10 12:00:00,10/05/2018 00:00,S,0.026,0.0,0.026,0.0,0.0,0.015,260.0,110.0
ZIV0046921894,2018-05-10 12:00:00,10/05/2018 00:00,S,0.23,0.0,0.015,0.0,0.0,0.04,2300.0,-250.0
ZIV0046921895,2018-05-10 12:00:00,10/05/2018 00:00,S,0.288,0.0,0.011,0.0,0.0,0.0,2880.0,110.0
ZIV0046921896,2018-05-10 12:00:00,10/05/2018 00:00,S,0.423,0.0,0.0,0.0,0.0,0.078,4230.0,-780.0
ZIV0046921897,2018-05-10 12:00:00,10/05/2018 00:00,S,0.029,0.0,0.001,0.0,0.0,0.079,290.0,-780.0
ZIV0046921900,2018-05-10 12:00:00,10/05/2018 00:00,S,0.451,0.0,0.069,0.0,0.0,0.009,4510.0,600.0000000000001
ZIV0046921901,2018-05-10 12:00:00,10/05/2018 00:00,S,0.024,0.0,0.005,0.0,0.0,0.021,240.0,-160.0
ZIV0046921902,2018-05-10 12:00:00,10/05/2018 00:00,S,1531.0,0.0,0.059,0.0,0.0,0.014,15310000.0,450.0
ZIV0046923941,2018-05-10 12:00:00,10/05/2018 00:00,S,1207.0,0.0,0.212,0.0,0.0,0.01,12070000.0,2019.9999999999998
ZIV0046924455,2018-05-10 12:00:00,10/05/2018 00:00,S,0.076,0.0,0.049,0.0,0.0,0.0,760.0,490.0
ZIV0046924460,2018-05-10 12:00:00,10/05/2018 00:00,S,0.097,0.0,0.0,0.0,0.0,0.065,970.0,-650.0
ZIV0046924511,2018-05-10 12:00:00,10/05/2018 00:00,S,0.032,0.0,0.0,0.0,0.0,0.144,320.0,-1440.0
ZIV0046924740,2018-05-10 12:00:00,10/05/2018 00:00,S,0.127,0.0,0.087,0.0,0.0,0.0,1270.0,870.0
ZIV0046926315,2018-05-10 12:00:00,10/05/2018 00:00,S,0.07,0.0,0.022,0.0,0.0,0.0,700.0,220.0
ZIV0046928036,2018-05-10 12:00:00,10/05/2018 00:00,S,0.833,0.0,0.424,0.0,0.0,0.015,8330.0,4090.0
ZIV0046929504,2018-05-10 12:00:00,10/05/2018 00:00,S,0.744,0.0,0.001,0.0,0.0,0.094,7440.0,-930.0
ZIV0046987059,2018-05-10 12:00:00,10/05/2018 00:00,S,0.215,0.0,0.147,0.0,0.0,0.0,2150.0,1470.0
ZIV0046992303,2018-05-10 12:00:00,10/05/2018 00:00,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV0046992304,2018-05-10 12:00:00,10/05/2018 00:00,S,0.117,0.0,0.018,0.0,0.0,0.015,1170.0,29.999999999999993
ZIV0049973334,2018-05-10 12:00:00,10/05/2018 00:00,S,6382.0,0.0,1.764,0.0,0.0,0.0,63820000.0,17640.0
